江夏客运中心,114.3283,30.364813,e3082848da1336bfb34c49df
水利部长江水利委员会,114.3144,30.617849,881a28e70c282547f942b2c8
汉口银行(江岸支行),114.3094,30.603889,931c515c6572bcd78b2fb55f
武汉大学,114.371605,30.544165,36f58b6c1dbcac69cd04ef07
华中科技大学,114.419826,30.518754,8cdfcee512b5793a28d7ab60
湖北大学(武昌主校区),114.340713,30.58292,45338383a9aa97014f3a5934
中南财经政法大学(南湖校区),114.392245,30.480519,017e4a04597f538c230220ac
湖北工业大学,114.31531,30.48646,f9080b1df175ba4eb62655cc
武汉华夏理工学院,114.418485,30.472646,19437a69a51b04f98b36ee5e
华中师范大学,114.367216,30.524004,46632e0c06a3e297d5b74e27
湖北第二师范学院,114.455294,30.486163,cef83c20fa1fcb6a4151c0be
中南财经政法大学(首义校区),114.319824,30.543133,046b45b653fe24e5c4f02583
江汉大学,114.166697,30.520853,d41a20d748c933d0008972fb
华中科技大学同济医学院附属同济医院,114.267206,30.58572,8e98cb409d5f8821cc06a4a0
武汉市第一医院,114.278504,30.578182,f5e3bcae8191c5d85e17c353
武汉大学中南医院,114.359069,30.559432,93df0dc36c7b5932892fb5a6
武汉大学人民医院,114.305953,30.540879,dc0f0adcfccae320f92213b8
华中科技大学同济医学院附属协和医院,114.281297,30.590143,9ea4c110abdfa3e40b1cc71e
华中科技大学同济医学院附属同济医院(光谷院区),114.470399,30.493669,6724da4bff969928a8f0cdf3
武汉市第三医院光谷院区,114.417766,30.504676,852cb82f5c8c758626d2bb1e
武汉市第三医院(首义院区),114.309659,30.546403,39d43f82f2a5379fa8059d46
华中科技大学同济医院(中法新城院区),114.120418,30.554274,1221100d8154ff54100daab3
武汉市中心医院,114.301489,30.586825,3743455b5ed9b9196ca3cca7
武汉荟聚中心,114.174235,30.623466,e1e52b1bb684a7c9f02d837a
武汉天地壹方购物中心,114.316397,30.61526,8b17dd1f696d74e9d22dd666
武汉广场,114.277656,30.585876,ecceac74ebdcd26d0f0a70b1
群光广场,114.361604,30.531573,550fd5f90230ee60921fc9be
群星城,114.355723,30.590686,6c0362520fa460cafe0eb05c
光谷国际广场,114.404634,30.513423,803708f100f4f760008972fa
万达广场(武汉经开店),114.180523,30.512379,2fd2beab9cd2914b7bdbd296
万达广场(武汉汉街店),114.344778,30.562737,85c6c9d9f4b4edb32fb96d62
武商众圆广场,114.383339,30.632821,73e5088cd4c9336f72210b7e
永旺梦乐城金银潭店,114.244468,30.656879,371745b04b68bfb822f017ea
湖北省政府,114.348018,30.552343,b1c556e8bc90a80cb52655ba
